industry,job_title,company_name,company_tier,location,base_salary,bonus_val,equity_val,signing_bonus,working_hours,years_exp,promotion_chance,remote_status
22,Construction,Junior Civil Engineer,Bechtel,Private,Houston TX,71000,5000,0,4000,42,2,Low,Onsite
23,Finance,Junior Derivatives Trader,Jane Street,Private,New York NY,130000,110000,15000,40000,60,2,High,Onsite
24,Technology,Junior Cloud Engineer,Amazon,Public,Seattle WA,128000,14000,90000,20000,44,1,High,Hybrid
25,Healthcare,Junior Clinical Data Scientist,Pfizer,Public,New York NY,92000,11000,8000,8000,41,2,Medium,Hybrid
26,Finance,Junior Actuary,Aon,Public,Chicago IL,78000,10000,2000,7000,40,2,Medium,Hybrid
27,Technology,Junior Cybersecurity Analyst,Palo Alto Networks,Public,Santa Clara CA,105000,10000,40000,8000,42,1,Medium,Hybrid
28,Manufacturing,Junior Mechanical Engineer,John Deere,Public,Moline IL,65000,5000,2500,3500,40,2,Low,Onsite
29,Real Estate,Junior Financial Analyst,CBRE,Public,Dallas TX,68000,8000,3000,4000,42,1,Medium,Hybrid
30,Technology,Junior Product Manager,Figma,Private,San Francisco CA,130000,14000,85000,10000,43,2,High,Hybrid
31,Finance,Junior Risk Analyst,BlackRock,Public,New York NY,95000,25000,6000,12000,48,2,Medium,Hybrid
32,Entertainment,Junior Game Developer,Riot Games,Private,Los Angeles CA,98000,9000,20000,7000,44,2,Medium,Hybrid
33,Logistics,Junior Operations Analyst,UPS,Public,Louisville KY,56000,4500,2000,2500,40,1,Low,Onsite
34,Technology,Junior Data Engineer,Snowflake,Public,San Mateo CA,135000,13000,95000,12000,43,1,High,Remote
35,Healthcare,Junior Pharmaceutical Sales Rep,Johnson & Johnson,Public,Chicago IL,68000,18000,4000,8000,42,2,Medium,Onsite
36,Finance,Mid-Level Financial Analyst,Wells Fargo,Public,Charlotte NC,92000,18000,8000,10000,44,5,Medium,Hybrid
37,Technology,Senior Software Engineer,Google,Public,San Francisco CA,225000,45000,210000,50000,44,7,Medium,Hybrid
38,Finance,Senior Quantitative Researcher,Two Sigma,Private,New York NY,280000,280000,95000,75000,60,8,High,Onsite
39,Healthcare,Senior Data Scientist,UnitedHealth Group,Public,Minneapolis MN,145000,22000,15000,15000,42,6,Medium,Remote
40,Technology,Senior Machine Learning Engineer,Anthropic,Startup,San Francisco CA,245000,55000,350000,40000,46,6,High,Hybrid
41,Manufacturing,Mid-Level Mechanical Engineer,Boeing,Public,Seattle WA,105000,10000,8000,8000,42,5,Medium,Onsite
42,Finance,Mid-Level Investment Banker,Lazard,Public,New York NY,175000,140000,20000,30000,75,5,High,Onsite
43,Energy,Senior Petroleum Engineer,Chevron,Public,Houston TX,148000,22000,18000,15000,44,7,Low,Onsite
44,Technology,Senior Product Manager,Apple,Public,Cupertino CA,210000,42000,180000,40000,44,8,Medium,Hybrid
45,Technology,Mid-Level DevOps Engineer,HashiCorp,Public,Remote,125000,15000,45000,10000,42,4,Medium,Remote
46,Healthcare,Senior Biostatistician,Moderna,Public,Boston MA,155000,20000,25000,18000,42,7,Medium,Hybrid
47,Finance,Senior Credit Risk Manager,Citigroup,Public,New York NY,185000,65000,22000,25000,50,8,Medium,Hybrid
48,Technology,Senior AI Research Scientist,NVIDIA,Public,Santa Clara CA,280000,70000,380000,60000,47,9,High,Hybrid
49,Marketing,Mid-Level Brand Strategist,Procter & Gamble,Public,Cincinnati OH,95000,14000,6000,8000,41,5,Low,Hybrid
50,Finance,Chief Investment Officer,Bridgewater Associates,Private,Westport CT,650000,520000,1200000,150000,55,20,Low,Onsite
1,Finance,Junior Quantitative Analyst,Citadel,Public,Chicago IL,115000,72000,15000,20000,55,2,Medium,Onsite
2,Technology,Junior Software Engineer,Meta,Public,San Francisco CA,145000,18000,85000,25000,42,1,High,Hybrid
3,Finance,Junior Accountant,Deloitte,Public,Cleveland OH,52000,6000,0,3000,40,1,Medium,Hybrid
4,Technology,Junior Data Analyst,DataBridge Analytics,Startup,Austin TX,72000,8000,22000,5000,42,1,High,Remote
5,Healthcare,Junior Clinical Research Associate,Pfizer,Public,New York NY,68000,7000,5000,5000,40,2,Medium,Onsite
6,Technology,Junior Machine Learning Engineer,OpenAI,Startup,San Francisco CA,155000,25000,120000,30000,48,2,High,Onsite
7,Finance,Junior Investment Banking Analyst,Goldman Sachs,Public,New York NY,110000,65000,8000,20000,80,1,High,Onsite
8,Logistics,Junior Supply Chain Analyst,UPS,Public,Louisville KY,55000,5000,2000,3000,40,1,Low,Hybrid
9,Technology,Junior Frontend Developer,ShopWave,Startup,Remote,78000,7000,18000,6000,40,1,High,Remote
10,Marketing,Junior Marketing Coordinator,Procter & Gamble,Public,Cincinnati OH,50000,5000,1000,2000,40,1,Medium,Hybrid
11,Technology,Junior DevOps Engineer,Amazon,Public,Seattle WA,130000,15000,60000,20000,44,2,High,Hybrid
12,Finance,Junior Compliance Analyst,JPMorgan Chase,Public,New York NY,75000,9000,4000,8000,42,2,Medium,Onsite
13,Legal,Junior Paralegal,Skadden Arps,Public,New York NY,62000,6000,0,4000,45,1,Low,Onsite
14,Engineering,Junior Mechanical Engineer,Caterpillar,Public,Peoria IL,67000,6000,3000,4000,40,2,Medium,Onsite
15,Healthcare,Junior Data Scientist,UnitedHealth Group,Public,Minneapolis MN,82000,10000,8000,8000,40,2,High,Hybrid
16,Real Estate,Junior Property Analyst,CBRE,Public,Dallas TX,58000,6000,2000,3000,40,1,Low,Hybrid
17,Technology,Junior Cybersecurity Analyst,CrowdStrike,Public,Austin TX,95000,12000,25000,10000,42,2,High,Remote
18,Finance,Junior Equity Research Analyst,Morgan Stanley,Public,New York NY,95000,40000,5000,15000,70,2,High,Onsite
19,Manufacturing,Junior Process Engineer,3M,Public,St. Paul MN,64000,6000,3000,4000,40,1,Medium,Onsite
20,Technology,Junior iOS Developer,Snap,Public,Los Angeles CA,120000,14000,40000,18000,42,2,High,Hybrid
21,Energy,Junior Petroleum Engineer,ExxonMobil,Public,Houston TX,88000,12000,6000,10000,42,2,Medium,Onsite
22,Technology,Junior AI Research Scientist,DeepMind,Public,San Francisco CA,160000,40000,90000,35000,48,3,High,Onsite
23,Finance,Junior Actuary,Aon,Public,Chicago IL,72000,8000,3000,5000,40,2,Medium,Hybrid
24,Retail,Junior Merchandising Analyst,Target,Public,Minneapolis MN,52000,5000,2000,2000,40,1,Medium,Hybrid
25,Technology,Junior Cloud Engineer,Google,Public,San Francisco CA,148000,20000,95000,28000,42,2,High,Hybrid
26,Aerospace,Junior Systems Engineer,Lockheed Martin,Public,Fort Worth TX,78000,8000,5000,6000,40,2,Medium,Onsite
27,Technology,Junior Backend Engineer,Stripe,Late-Stage Startup,San Francisco CA,150000,22000,110000,30000,44,2,High,Hybrid
28,Finance,Junior Risk Analyst,Bank of America,Public,Charlotte NC,68000,9000,3000,6000,40,1,Medium,Hybrid
29,Healthcare,Junior Biostatistician,Moderna,Public,Boston MA,82000,9000,12000,8000,40,2,High,Hybrid
30,Technology,Junior Product Manager,Airbnb,Public,San Francisco CA,125000,16000,55000,20000,42,2,High,Hybrid
31,Media,Junior Content Strategist,BuzzFeed,Public,New York NY,52000,4000,1000,2000,40,1,Low,Remote
32,Engineering,Junior Electrical Engineer,Texas Instruments,Public,Dallas TX,82000,8000,6000,6000,40,2,Medium,Onsite
33,Finance,Junior Private Equity Analyst,KKR,Public,New York NY,105000,55000,10000,18000,75,2,High,Onsite
34,Technology,Junior Robotics Engineer,Boston Dynamics,Late-Stage Startup,Boston MA,110000,12000,45000,15000,44,2,High,Onsite
35,Finance,Senior Quantitative Trader,Jane Street,Public,New York NY,250000,350000,50000,75000,60,7,Low,Onsite
36,Technology,Senior AI Research Scientist,Anthropic,Late-Stage Startup,San Francisco CA,280000,80000,500000,60000,50,8,Medium,Hybrid
37,Finance,Senior Investment Banking Associate,Goldman Sachs,Public,New York NY,200000,180000,15000,40000,80,6,High,Onsite
38,Technology,Senior Software Engineer,Netflix,Public,Los Angeles CA,300000,45000,180000,50000,42,7,Medium,Remote
39,Healthcare,Senior Data Scientist,Johnson & Johnson,Public,New York NY,155000,22000,20000,20000,42,6,Medium,Hybrid
40,Energy,Senior Petroleum Engineer,Chevron,Public,Houston TX,148000,25000,18000,18000,44,7,Medium,Onsite
41,Consulting,Senior Management Consultant,McKinsey & Company,Public,Chicago IL,190000,60000,10000,30000,60,6,High,Hybrid
42,Technology,Senior Product Manager,Uber,Public,San Francisco CA,220000,45000,150000,40000,45,7,High,Hybrid
43,Finance,Senior Risk Manager,Citadel,Public,Chicago IL,210000,140000,35000,35000,55,8,Medium,Onsite
44,Real Estate,Senior Commercial Real Estate Analyst,Blackstone,Public,New York NY,145000,55000,20000,20000,50,6,High,Onsite
45,Legal,Senior Corporate Attorney,Sullivan & Cromwell,Public,New York NY,280000,80000,0,50000,60,8,Low,Onsite
46,Technology,Senior Machine Learning Engineer,Apple,Public,San Francisco CA,265000,55000,200000,50000,44,8,High,Onsite
47,Aerospace,Senior Avionics Engineer,SpaceX,Late-Stage Startup,Los Angeles CA,165000,30000,90000,25000,55,7,High,Onsite
48,Technology,Senior Cloud Architect,Microsoft,Public,Seattle WA,230000,50000,160000,45000,42,8,Medium,Hybrid
49,Manufacturing,Senior Operations Manager,General Electric,Public,Boston MA,145000,28000,15000,18000,45,7,Medium,Hybrid
50,Technology,Chief Technology Officer,NeuralPath AI,Startup,San Francisco CA,320000,120000,2500000,100000,55,15,Low,Onsite
1,Finance,Junior Quantitative Analyst,Citadel,Large Public,Chicago IL,115000,72000,8000,20000,55,2,High,Onsite
2,Technology,Junior Software Engineer,Meta,Large Public,San Francisco CA,145000,18000,85000,15000,42,1,High,Hybrid
3,Finance,Junior Accountant,Deloitte,Large Public,Cleveland OH,52000,6000,0,3000,42,1,Medium,Hybrid
4,Technology,Junior Data Analyst,Palantir,Late-Stage Startup,New York NY,98000,12000,45000,10000,45,2,High,Hybrid
5,Healthcare,Junior Clinical Research Associate,Pfizer,Large Public,Boston MA,62000,5000,2000,4000,40,1,Medium,Onsite
6,Technology,Junior Machine Learning Engineer,Scale AI,Late-Stage Startup,San Francisco CA,138000,20000,95000,18000,48,2,High,Hybrid
7,Finance,Junior Investment Banking Analyst,Goldman Sachs,Large Public,New York NY,110000,85000,5000,30000,80,2,High,Onsite
8,Retail,Junior Merchandising Analyst,Target,Large Public,Minneapolis MN,54000,5000,1500,2000,40,1,Medium,Hybrid
9,Technology,Junior DevOps Engineer,Cloudflare,Large Public,Austin TX,105000,10000,22000,8000,42,1,High,Remote
10,Manufacturing,Junior Process Engineer,Caterpillar,Large Public,Peoria IL,68000,5000,1000,3000,42,2,Medium,Onsite
11,Finance,Junior Equity Research Analyst,Morgan Stanley,Large Public,New York NY,95000,40000,3000,15000,65,2,High,Hybrid
12,Technology,Junior iOS Developer,Snap,Large Public,Los Angeles CA,125000,15000,55000,12000,44,1,High,Hybrid
13,Legal,Junior Associate Attorney,Kirkland & Ellis,Large Public,Chicago IL,215000,20000,0,30000,70,2,Medium,Onsite
14,Healthcare,Junior Biostatistician,Moderna,Late-Stage Startup,Boston MA,78000,8000,18000,6000,42,2,High,Hybrid
15,Energy,Junior Petroleum Engineer,ExxonMobil,Large Public,Houston TX,88000,10000,3000,8000,42,2,Medium,Onsite
16,Technology,Junior Backend Engineer,Stripe,Late-Stage Startup,San Francisco CA,148000,22000,110000,20000,45,2,High,Remote
17,Finance,Junior Risk Analyst,JPMorgan Chase,Large Public,New York NY,85000,25000,2000,10000,48,1,Medium,Hybrid
18,Aerospace,Junior Aerospace Engineer,Lockheed Martin,Large Public,Fort Worth TX,79000,7000,1500,5000,42,1,Medium,Onsite
19,Technology,Junior Product Manager,Airbnb,Large Public,San Francisco CA,118000,16000,60000,12000,44,2,High,Hybrid
20,Media,Junior Content Strategist,BuzzFeed,Small Public,New York NY,58000,4000,500,2000,40,1,Low,Hybrid
21,Technology,Junior QA Engineer,Zoom,Large Public,San Jose CA,95000,8000,20000,7000,40,1,Medium,Remote
22,Finance,Junior Compliance Analyst,Charles Schwab,Large Public,Denver CO,62000,7000,1000,3500,40,1,Medium,Hybrid
23,Logistics,Junior Supply Chain Analyst,Amazon,Large Public,Seattle WA,92000,12000,30000,10000,42,2,High,Hybrid
24,Technology,Junior Cybersecurity Analyst,CrowdStrike,Large Public,Austin TX,102000,10000,25000,8000,42,1,High,Remote
25,Real Estate,Junior Financial Analyst,CBRE,Large Public,Dallas TX,65000,8000,1000,4000,42,1,Medium,Hybrid
26,Technology,Junior AI Research Engineer,OpenAI,Late-Stage Startup,San Francisco CA,155000,35000,180000,25000,50,2,High,Hybrid
27,Healthcare,Junior Pharmacist,CVS Health,Large Public,Phoenix AZ,108000,6000,500,5000,40,1,Low,Onsite
28,Finance,Junior Actuarial Analyst,Prudential,Large Public,Newark NJ,72000,8000,1000,5000,42,2,Medium,Hybrid
29,Technology,Junior Cloud Engineer,Google,Large Public,Seattle WA,140000,18000,90000,15000,42,2,High,Hybrid
30,Consulting,Junior Management Consultant,McKinsey,Large Public,Chicago IL,95000,22000,0,25000,55,2,High,Hybrid
31,Technology,Junior Data Engineer,Databricks,Late-Stage Startup,San Francisco CA,135000,16000,100000,14000,44,1,High,Remote
32,Media,Junior UX Designer,Adobe,Large Public,San Jose CA,95000,9000,18000,7000,40,2,Medium,Hybrid
33,Nonprofit,Junior Program Coordinator,Gates Foundation,Nonprofit,Seattle WA,52000,2000,0,1000,40,1,Low,Hybrid
34,Finance,Junior Hedge Fund Analyst,Millennium Management,Large Public,New York NY,120000,95000,10000,25000,65,2,High,Onsite
35,Technology,Mid-Level Software Engineer,Uber,Large Public,San Francisco CA,175000,30000,120000,20000,44,4,High,Hybrid
36,Finance,Senior Quantitative Trader,Jane Street,Large Public,New York NY,200000,280000,25000,75000,60,6,Medium,Onsite
37,Technology,Senior Data Scientist,Netflix,Large Public,Los Angeles CA,210000,45000,180000,30000,45,7,Medium,Remote
38,Consulting,Senior Management Consultant,Boston Consulting Group,Large Public,Boston MA,165000,55000,0,30000,55,6,High,Hybrid
39,Healthcare,Senior Biomedical Engineer,Medtronic,Large Public,Minneapolis MN,118000,15000,12000,10000,42,5,Medium,Hybrid
40,Technology,Mid-Level Product Manager,Figma,Late-Stage Startup,San Francisco CA,160000,28000,150000,18000,44,4,High,Hybrid
41,Finance,Senior Investment Strategist,BlackRock,Large Public,New York NY,185000,95000,15000,40000,50,8,Medium,Hybrid
42,Legal,Senior Associate Attorney,Sullivan & Cromwell,Large Public,New York NY,295000,50000,0,50000,75,5,Low,Onsite
43,Technology,Senior Machine Learning Engineer,Anthropic,Late-Stage Startup,San Francisco CA,230000,55000,280000,40000,48,7,High,Hybrid
44,Energy,Senior Reservoir Engineer,Chevron,Large Public,Houston TX,148000,28000,8000,15000,44,7,Medium,Onsite
45,Aerospace,Senior Systems Engineer,SpaceX,Late-Stage Startup,Hawthorne CA,145000,20000,85000,12000,55,6,Medium,Onsite
46,Technology,Mid-Level Security Engineer,Palo Alto Networks,Large Public,Santa Clara CA,168000,25000,65000,18000,42,4,High,Remote
47,Finance,Senior Risk Manager,Citigroup,Large Public,New York NY,158000,70000,8000,25000,50,8,Medium,Hybrid
48,Manufacturing,Mid-Level Industrial Engineer,3M,Large Public,St. Paul MN,98000,10000,3000,6000,42,5,Medium,Hybrid
49,Technology,Senior AI Research Scientist,DeepMind,Large Public,San Francisco CA,245000,80000,200000,50000,48,9,Medium,Hybrid
50,Finance,Chief Investment Officer,Bridgewater Associates,Large Public,Westport CT,450000,600000,500000,150000,55,22,Low,Onsite
1,Finance,Junior Analyst,Goldman Sachs,Public,New York NY,95000,18050,5000,10000,60,1,High,Onsite
2,Finance,Junior Analyst,JPMorgan Chase,Public,New York NY,92000,16560,4500,9000,60,1,High,Onsite
3,Technology,Junior Software Engineer,Meta,Public,San Francisco CA,130000,19500,45000,15000,45,1,High,Hybrid
4,Technology,Junior Software Engineer,Stripe,Late-Stage Startup,San Francisco CA,125000,18750,60000,20000,45,2,High,Hybrid
5,Technology,Junior Data Analyst,Tableau,Public,Seattle WA,95000,11400,12000,8000,42,1,Medium,Hybrid
6,Finance,Accounting Associate,Deloitte,Public,Chicago IL,72000,7920,1000,5000,50,1,Medium,Hybrid
7,Finance,Accounting Associate,PwC,Public,Dallas TX,68000,7480,800,4500,50,1,Medium,Hybrid
8,Healthcare,Junior Clinical Data Analyst,Johnson & Johnson,Public,New Brunswick NJ,82000,9840,6000,7000,42,2,Medium,Hybrid
9,Technology,Junior ML Engineer,Cohere,Early-Stage Startup,San Francisco CA,118000,17700,90000,18000,50,1,High,Hybrid
10,Finance,Quantitative Research Analyst,Two Sigma,Hedge Fund,New York NY,145000,108750,25000,30000,65,2,High,Onsite
11,Technology,Junior Backend Engineer,Amazon,Public,Seattle WA,128000,19200,35000,20000,45,2,High,Hybrid
12,Technology,Junior Frontend Engineer,Shopify,Public,Remote,105000,12600,18000,10000,42,1,High,Remote
13,Manufacturing,Junior Process Engineer,Caterpillar,Public,Peoria IL,72000,7200,2000,5000,45,1,Medium,Onsite
14,Energy,Junior Petroleum Engineer,ExxonMobil,Public,Houston TX,98000,11760,4000,8000,45,2,Medium,Onsite
15,Healthcare,Junior Biostatistician,Pfizer,Public,New York NY,95000,11400,8000,9000,42,2,Medium,Hybrid
16,Technology,Junior DevOps Engineer,HashiCorp,Late-Stage Startup,Remote,108000,13500,40000,12000,42,2,High,Remote
17,Finance,Junior Equity Researcher,Morgan Stanley,Public,New York NY,100000,19000,5000,12000,60,2,High,Onsite
18,Technology,Junior Data Scientist,Palantir,Public,New York NY,120000,18000,30000,15000,50,1,High,Onsite
19,Logistics,Junior Supply Chain Analyst,UPS,Public,Atlanta GA,65000,6500,1500,4000,42,1,Medium,Hybrid
20,Technology,Junior Product Manager,Airbnb,Public,San Francisco CA,118000,17700,25000,15000,45,2,High,Hybrid
21,Media,Junior Content Strategist,BuzzFeed,Public,New York NY,62000,5580,3000,3000,40,1,Low,Hybrid
22,Real Estate,Junior Property Analyst,CBRE,Public,Chicago IL,70000,8400,1500,5000,45,1,Medium,Hybrid
23,Finance,Junior Risk Analyst,Citadel,Hedge Fund,Chicago IL,130000,97500,20000,25000,65,2,High,Onsite
24,Technology,Junior iOS Developer,Apple,Public,Cupertino CA,132000,19800,40000,20000,45,2,High,Onsite
25,Healthcare,Junior Regulatory Affairs Specialist,Moderna,Public,Cambridge MA,85000,10200,15000,8000,42,1,Medium,Hybrid
26,Technology,Junior AI Research Scientist,OpenAI,Late-Stage Startup,San Francisco CA,140000,28000,120000,25000,50,2,High,Onsite
27,Consulting,Junior Management Consultant,McKinsey,Private,New York NY,110000,22000,3000,25000,65,2,High,Hybrid
28,Finance,Junior Accountant,EY,Public,Columbus OH,62000,6820,500,3500,45,1,Medium,Hybrid
29,Technology,Junior Cybersecurity Analyst,Palo Alto Networks,Public,Santa Clara CA,105000,13650,20000,10000,42,2,High,Hybrid
30,Aerospace,Junior Aerospace Engineer,SpaceX,Private,Hawthorne CA,95000,11400,30000,10000,60,1,High,Onsite
31,Technology,Junior Cloud Engineer,Microsoft,Public,Redmond WA,122000,18300,28000,18000,42,2,High,Hybrid
32,Retail,Junior Merchandising Analyst,Target,Public,Minneapolis MN,60000,6000,1000,3000,40,1,Low,Hybrid
33,Finance,Junior Investment Banking Analyst,Lazard,Public,New York NY,110000,22000,5000,15000,70,1,High,Onsite
34,Technology,Junior QA Engineer,Salesforce,Public,San Francisco CA,98000,11760,15000,10000,42,1,Medium,Hybrid
35,Technology,Senior Software Engineer,Google,Public,San Francisco CA,195000,48750,150000,50000,45,7,Medium,Hybrid
36,Finance,Senior Quantitative Trader,Citadel Securities,Hedge Fund,Chicago IL,250000,250000,80000,100000,65,8,Medium,Onsite
37,Technology,Senior AI Research Scientist,DeepMind,Public,London UK,185000,46250,120000,40000,50,6,High,Hybrid
38,Healthcare,Senior Biostatistician,Eli Lilly,Public,Indianapolis IN,135000,20250,20000,15000,45,7,Medium,Hybrid
39,Consulting,Senior Management Consultant,Bain,Private,Boston MA,175000,52500,10000,40000,65,7,High,Hybrid
